Database,Loan Estimate - Monthly Principal and Interest Can go or Goes,LE1 X23,
Database,Loan Estimate - Monthly Principal and Interest will Adjusts Every,LE1 X19,
Database,Loan Estimate Monthly Principal and Interest Will be Adjusted in Year,LE1 X25,
Database,Loan Estimate - Monthly Principal and Interest Will be Adjusted in Year,LE1 X24,
Database,Loan Estimate Mortgage Broker Email,LE3.X7,
Database,Loan Estimate Mortgage Broker License ID,LE3.X6,
Database,Loan Estimate - Mortgage Broker License State,LE3.X22,
Database,Loan Estimate - Mortgage Broker Loan Officer,LE3.X9,
Database,Loan Estimate - Mortgage Broker Loan Officer License ID,LE3.X25,
Database,Loan Estimate - Mortgage Broker Loan Officer License State,LE3.X23,
Database,Loan Estimate - Mortgage Broker Loan Officer NMLS ID,LE3.X10,
Database,Loan Estimate Mortgage Broker Phone,LE3.X8,
Database,Loan Estimate - Mortgage Lender Loan Officer License ID,LE3.X24,
Database,Loan Estimate - Prepayment Penalty - If you pay off the loan during the first,LE1 X27,
Database,Loan Estimate - Prepayment Penalty - In First Year,LE1 XD27,
Database,Loan Estimate - Prepayment Penalty - In Year/Month,LE1 X91,
Database,Loan Estimate - Projected Calculation - Column 1 - Estimated Escrow Amount,LE1 X46,
Database,Loan Estimate - Projected Calculation - Column 1 - Estimated Escrow Amount UI Value,LE1 XD46,
Database,Loan Estimate - Projected Calculation - Column 1 - Interest Only,LE1 X44,
Database,Loan Estimate - Projected Calculation - Column 1 - Maximum Monthly Payment,LE1 X48,
Database,Loan Estimate - Projected Calculation - Column 1 - Maximum Monthly Payment UI Value,LE1 XD48,
Database,Loan Estimate - Projected Calculation - Column 1 - Maximum Principal and Interest Payment,LE1 X43,
Database,Loan Estimate - Projected Calculation - Column 1 - Maximum Principal and Interest Payment UI Value,LE1 XD43,
Database,Loan Estimate - Projected Calculation - Column 1 - Minimum Monthly Payment,LE1 X47,
Database,Loan Estimate - Projected Calculation - Column 1 - Minimum Monthly Payment UI Value,LE1 XD47,
Database,Loan Estimate - Projected Calculation - Column 1 - Minimum Principal and Interest Payment,LE1 X42,
Database,Loan Estimate - Projected Calculation - Column 1 - Minimum Principal and Interest Payment UI Value,LE1 XD42,
Database,Loan Estimate - Projected Calculation - Column 1 - Mortgage Insurance Amount,LE1 X45,
Database,Loan Estimate - Projected Calculation - Column 1 - Mortgage Insurance Amount UI Value,LE1 XD45,
Database,Loan Estimate - Projected Calculation - Column 1 - Range Payment Indicator,LE1 XD1,
Database,Loan Estimate - Projected Calculation - Column 1 - Year,LE1 X41,
Database,Loan Estimate - Projected Calculation - Column 2 - Estimated Escrow Amount,LE1 X55,
Database,Loan Estimate - Projected Calculation - Column 2 - Estimated Escrow Amount UI Value,LE1 XD55,
Database,Loan Estimate - Projected Calculation - Column 2 - Interest Only,LE1 X53,
Database,Loan Estimate - Projected Calculation - Column 2 - Maximum Monthly Payment,LE1 X57,
Database,Loan Estimate - Projected Calculation - Column 2 - Maximum Monthly Payment UI Value,LE1 XD57,
Database,Loan Estimate - Projected Calculation - Column 2 - Maximum Principal and Interest Payment,LE1 X52,
Database,Loan Estimate - Projected Calculation - Column 2 - Maximum Principal and Interest Payment UI Value,LE1 XD52,
Database,Loan Estimate - Projected Calculation - Column 2 - Minimum Monthly Payment,LE1 X56,
Database,Loan Estimate - Projected Calculation - Column 2 - Minimum Monthly Payment UI Value,LE1 XD56,
Database,Loan Estimate - Projected Calculation - Column 2 - Minimum Principal and Interest Payment,LE1 X51,
Database,Loan Estimate - Projected Calculation - Column 2 - Minimum Principal and Interest Payment UI Value,LE1 XD51,
Database,Loan Estimate - Projected Calculation - Column 2 - Mortgage Insurance Amount,LE1 X54,
Database,Loan Estimate - Projected Calculation - Column 2 - Mortgage Insurance Amount UI Value,LE1 XD54,
Database,Loan Estimate - Projected Calculation - Column 2 - Range Payment Indicator,LE1 XD2,
Database,Loan Estimate - Projected Calculation - Column 2 - Year From,LE1 X49,
Database,Loan Estimate - Projected Calculation - Column 2 - Year To,LE1 X50,
Database,Loan Estimate - Projected Calculation - Column 3 - Estimated Escrow Amount,LE1 X64,
Database,Loan Estimate - Projected Calculation - Column 3 - Estimated Escrow Amount UI Value,LE1 XD64,
Database,Loan Estimate - Projected Calculation - Column 3 - Interest Only,LE1 X62,
Database,Loan Estimate - Projected Calculation - Column 3 - Maximum Monthly Payment,LE1 X66,
Database,Loan Estimate - Projected Calculation - Column 3 - Maximum Monthly Payment UI Value,LE1 XD66,
Database,Loan Estimate - Projected Calculation - Column 3 - Maximum Principal and Interest Payment,LE1 X61,
Database,Loan Estimate - Projected Calculation - Column 3 - Maximum Principal and Interest Payment UI Value,LE1 XD61,
Database,Loan Estimate - Projected Calculation - Column 3 - Minimum Monthly Payment,LE1 X65,
Database,Loan Estimate - Projected Calculation - Column 3 - Minimum Monthly Payment UI Value,LE1 XD65,
Database,Loan Estimate - Projected Calculation - Column 3 - Minimum Principal and Interest Payment,LE1 X60,
Database,Loan Estimate - Projected Calculation - Column 3 - Minimum Principal and Interest Payment UI Value,LE1 XD60,
Database,Loan Estimate - Projected Calculation - Column 3 - Mortgage Insurance Amount,LE1 X63,
Database,Loan Estimate - Projected Calculation - Column 3 - Mortgage Insurance Amount UI Value,LE1 XD63,
Database,Loan Estimate - Projected Calculation - Column 3 - Range Payment Indicator,LE1 XD3,
Database,Loan Estimate - Projected Calculation - Column 3 - Year From,LE1 X58,
Database,Loan Estimate - Projected Calculation - Column 3 - Year To,LE1 X59,
Database,Loan Estimate - Projected Calculation - Column 4 - Estimated Escrow Amount,LE1 X73,
Database,Loan Estimate - Projected Calculation - Column 4 - Estimated Escrow Amount UI Value,LE1 XD73,
Database,Loan Estimate - Projected Calculation - Column 4 - Interest Only,LE1 X71,
Database,Loan Estimate - Projected Calculation - Column 4 - Maximum Monthly Payment,LE1 X75,
Database,Loan Estimate - Projected Calculation - Column 4 - Maximum Monthly Payment UI Value,LE1 XD75,
Database,Loan Estimate - Projected Calculation - Column 4 - Maximum Principal and Interest Payment,LE1 X70,
Database,Loan Estimate - Projected Calculation - Column 4 - Maximum Principal and Interest Payment UI Value,LE1 XD70,
Database,Loan Estimate - Projected Calculation - Column 4 - Minimum Monthly Payment,LE1 X74,
Database,Loan Estimate - Projected Calculation - Column 4 - Minimum Monthly Payment UI Value,LE1 XD74,
Database,Loan Estimate - Projected Calculation - Column 4 - Minimum Principal and Interest Payment,LE1 X69,
Database,Loan Estimate - Projected Calculation - Column 4 - Minimum Principal and Interest Payment UI Value,LE1 XD69,
Database,Loan Estimate - Projected Calculation - Column 4 - Mortgage Insurance Amount,LE1 X72,
Database,Loan Estimate - Projected Calculation - Column 4 - Mortgage Insurance Amount UI Value,LE1 XD72,
Database,Loan Estimate - Projected Calculation - Column 4 - Range Payment Indicator,LE1 XD4,
Database,Loan Estimate - Projected Calculation - Column 4 - Year From,LE1 X67,
Database,Loan Estimate - Projected Calculation - Column 4 - Year To,LE1 X68,
Database,Loan Estimate - Projected Calculation - Estimated Escrow Indicator,LE1 X77,
Database,Loan Estimate - Rate Lock Expiration Time,LE1 .X6,
Database,Loan Estimate - Rate Lock Expiration Time Zone,LE1 X7,
Database,Loan Estimate - Reason Changed Circumstance Flags,LE1 X90,
Database,Loan Estimate - Seller Credit Amount,LE2.X100,
Database,Loan Estimate - Servicing,LE3.X14,
Database,Loan Estimate - Signature Type,LE3.X19,
Database,Loan Estimate - Subsequent Change Frequency Month Suffix,LE2.X98,
Database,Loan Estimate - Third Party Payments Not Otherwise Disclosed,LE2.X29,
Database,Loan Estimate - Total Interest Percentage,LE3.X16,
Database,Loan Estimate - Total Loan and Other Costs (D +1),LE2.XDI,
Database,Loan Estimate - Use Actual Down Payment & Closing Costs Financed Indicator,LE2.X30,
Database,Loan Estimate - Use Alternate,LE2.X28,
Database,Loan Estimate - Year Until,LE1.X12,
Database,Loan Estimate -I.Total Other Costs,LE2.XSTI,
Database,Loan Estimate -I.Total Other Costs (Unrounded),LE2.XSTI_DV,
Database,Loan Info ARM Disclosure Type,1959,
Database,Loan Info ARM First Period Change,696,
Database,Loan Info ARM Index,688,
Database,Loan Info ARM Margin + Index,1827,
Database,Loan Info ARM Max Life Interest Cap,2625,
Database,Loan Info ARM Rate Cap,695,
Database,Loan Info ARM Round Index To %,1700,
Database,Loan Info ARM Round Index Up/Down,SYS.X1,
Database,Loan Info Buydown,425,
Database,Loan Info Buydown Terms,1557,
Database,Loan Info Channel,2626,
Database,Loan Info Constr Loan Existing Lien,10,
Database,Loan Info Loan ID,GUID,
Database,Loan Info Refi Original Cost,25,
Database,Loan Info Refi Purpose,299,
Database,Loan Info Refi Yr Acquired,24,
Database,Loan Officer Assistant - Team Member,Loan TeamMember Name Loan Officer Assist,
Database,Loan Officer Comments,4079,
Database,Loan Purpose,384,
Database,Loan Purpose other,9,
Database,Loan Purpose VA,28,
Database,Loan Team Member Name - Auditor,Loan TeamMember Name Auditor,
Database,Loan Team Member Name - Compliance,LoanTeamMember Name Compliance,
Database,Loan Team Member Name - Doc Drawer,Loan TeamMember Name Doc Drawer,
Database,Loan Team Member Name - File Starter,Loan TeamMember Name File Starter,
Database,Loan Team Member Name - Funder,Loan TeamMember Name Funder,
Database,Loan Team Member Name - Loan Officer,Loan TeamMember Name Loan Officer,
Database,Loan Team Member Name - Loan Processor,Loan TeamMember Name Loan Processor,
Database,Loan Team Member Name - Post Closer,Loan TeamMember Name Post Closer,
Database,Loan Term,1347,
Database,Loan Term,HMDA.X83,
Database,Loan Workflow Id,4685,
Database,Lock Date,761,
Database,Manufactured Home Land Property Interest,HMDA.X40,
Database,Manufactured Secured Property Type,HMDA.X39,
Database,Mavent Compliance Review HMDA Result,COMPLIANCEREVIEW.X8,
Database,Mavent Compliance Review HPML Result,COMPLIANCEREVIEW.X16,
Database,Mavent Compliance Review NMLS Result,COMPLIANCEREVIEW.X17,
Database,Mavent Compliance Review OFAC Result,COMPLIANCEREVIEW.X10,
Database,Mavent Compliance Review Result,COMPLIANCEREVIEW.X1,
Database,Mavent Compliance Review TILA Tolerance Result,COMPLIANCEREVIEW.X1 4,
Database,Max Payment,CD4.X39,
Database,Max payment Amt,CD4.X38,
Database,Maximum ARM Payment Amount,CD4.X49,
Database,Maximum ARM Payment Month Reached,CD4.X50,
Database,Maximum Payment Amount,CD4.X34,
Database,Mers Min #,1051,
Database,Milestone Comments - Approved,Log.MS.Comments.Approved,
Database,Milestone Comments Clear to Close,Log.MS.Comments.Clear to Close,
Database,Milestone Comments - Docs Out,Log.MS.Comments.Docs Out,
Database,Milestone Comments Funded,Log.MS.Comments.Funded,
Database,Milestone Comments Origination,Log.MS.Comments.Origination,
Database,Milestone Comments - Prequal,Log.MS.Comments.Prequal,
Database,Milestone Comments Purchased,Log.MS.Comments.Purchased,
Database,Milestone Comments Submitted,Log.MS.Comments.Submitted,
Database,Milestone Date Approved,Log.MS.Date.Approved,
Database,Milestone Date - Clear to Close,Log.MS.Date.Clear to Close,
Database,Milestone Date Completion,Log.MS.Date.Completion,
Database,Milestone Date - Docs Out,Log.MS.Date.Docs Out,
Database,Milestone Date - Funded,Log.MS.Date.Funded,
Database,Milestone Date Origination,Log.MS.Date.Origination,
Database,Milestone Date - Prequal,Log.MS.Date.Prequal,
Database,Milestone Date Purchased,Log.MS.Date.Purchased,
Database,Milestone Date Started,Log.MS.Date.Started,
Database,Milestone Date Submitted,Log.MS.Date.Submitted,
Database,Milestone Duration - Approved,Log.MS.Duration.Approved,
Database,Milestone Duration Clear to Close,Log.MS.Duration.Clear to Close,
Database,Milestone Duration Docs Out,Log.MS.Duration.Docs Out,
Database,Milestone Duration Funded,Log.MS.Duration.Funded,
Database,Milestone Duration Origination,Log.MS.Duration.Origination,
Database,Milestone Duration Prequal,Log.MS.Duration.Prequal,
Database,Milestone Duration Purchased,Log.MS.Duration.Purchased,
Database,Milestone Duration Started,Log.MS.Duration.Started,
Database,Milestone Duration Submitted,Log.MS.Duration.Submitted,
Database,Milestone Expected Completion Date Approved,Log.MS.ExpectedDate.Approved,
Database,Milestone Expected Completion Date - Clear to Close,Log.MS.ExpectedDate.Clear to Close,
Database,Milestone Expected Completion Date Completion,Log.MS.ExpectedDate.Completion,
Database,Milestone Expected Completion Date - Docs Out,Log.MS.ExpectedDate.Docs Out,
Database,Milestone Expected Completion Date - Funded,Log.MS.ExpectedDate.Funded,
Database,Milestone Expected Completion Date Origination,Log.MS.ExpectedDate.Origination,
Database,Milestone Expected Completion Date - Prequal,Log.MS.ExpectedDate.Prequal,
Database,Milestone Expected Completion Date - Purchased,Log.MS.ExpectedDate.Purchased,
Database,Milestone Expected Completion Date - Started,Log.MS.ExpectedDate.Started,
Database,Milestone Expected Completion Date - Submitted,Log.MS.ExpectedDate.Submitted,
Database,Milestone Status - Approved,Log.MS.Status.Approved,
Database,Milestone Status - Clear to Close,Log.MS.Status.Cleart to Close,
Database,Milestone Status - Completion,Log.MS.Status.Completion,
Database,Milestone Status - Docs Out,Log.MS.Status.Docs Out,
Database,Milestone Status - Funded,Log.MS.Status.Funded,
Database,Milestone Status - Origination,Log.MS.Status.Origination,
Database,Milestone Status - Prequal,Log.MS.Status.Prequal,
Database,Milestone Status - Purchased,Log.MS.Status.Purchased,
Database,Milestone Status - Started,Log.MS.Status.Started,
Database,Milestone Status - Submitted,Log.MS.Status.Submitted,
Database,MLDS Mtg Broker Fee Others,RE88395.X19,
Database,MLDS Prepymt Penalty Period,RE88395.X316,
Database,Mortgage Broker Contact ST License ID,CD5.X28,
Database,Mortgage Loan Commitment Date,3094,
Database,Mortgage Property URLA 2020 Street Address,FE0160,
Database,MortgageBroker Address,CD5.X20,
Database,MortgageBroker City,CD5.X21,
Database,MortgageBroker Contact,CD5.X26,
Database,MortgageBroker Contact NMLSID,CD5.X27,
Database,MortgageBroker Email,CD5.X29,
Database,MortgageBroker Name,CD5.X19,
Database,MortgageBroker NMLS ID,CD5.X24,
Database,MortgageBroker Phone,CD5.X30,
Database,MortgageBroker ST License ID,CD5.X25,
Database,MortgageBroker State,CD5.X22,
Database,MortgageBroker Zip,CD5.X23,
Database,Multifamily No Units,HMDA.X41,
Database,Negative Amortization,CD4.X2,
Database,New Verbiage Disclosed,CD3.X1542,
Database,NMLS Branch Location NMLS ID,NMLS X9,
Database,NMLS Branch Manager NMLS ID,NMLS X8,
Database,NMLS Documentation Type,NMLS X3,
Database,NMLS Exclude this Loan from the NMLS Report,NMLS X15,
Database,NMLS Initial Application Amount,NMLS X11,
Database,NMLS Inquiry Or Pre-Qualification,NMLS X13,
Database,NMLS Loan Originator ID,3238,
Database,NMLS Loan Originator ID,HMDA.X86,
Database,NMLS Loan Type,NMLS X1,
Database,NMLS Net (Initial and Final),NMLS X12,
Database,NMLS Option ARM Indicator,NMLS X4,
Database,NMLS Oral Request for Extension of Credit,NMLS X14,
Database,NMLS Piggyback or Funded HELOC Indicator,NMLS X5,
Database,NMLS Production Sold To,NMLS X7,
Database,NMLS Refinance Purpose,NMLS X6,
Database,NMLS Residential First Mortgage Type,NMLS X2,
Database,NMLS Reverse Mortgage Type,NMLS X10,
Database,NMLS Subject Property Type,NMLS X16,
Database,NMLS Trans Details Lien Status,NMLS X17,
Database,No Co-applicant Indicator,3840,
Database,No Co-applicant Indicator (Co-Mortgagor Pair: 2) - 2nd,3840#2,
Database,Non UCD Total Adjustments And Other Credits,CD3.X1505,
Database,Non-Specific Lender Credit,4794,
Database,Non-Specific Seller Credit,4795,
Database,North Carolina State Specific Disclosure - HOEPA Disclosure Waiver,DISCLOSURE.X1089,
Database,North Carolina State Specific Disclosure - Is Advance Payments Required,DISCLOSURE.X1090,
Database,North Carolina State Specific Disclosure - Is High Cost Loan Counseling Received,DISCLOSURE.X1091,
Database,North Carolina State Specific Disclosure - Is Home Contractor Payments From Loan,DISCLOSURE.X1092,
Database,North Carolina State Specific Disclosure - Is Interest Rateincrease After Default,DISCLOSURE.X1093,
Database,North Carolina State Specific Disclosure - Reverse Mortgage Counselor,DISCLOSURE X1094,
Database,North Carolina State Specific Disclosure - Reverse Mortgage Disclosure Date,DISCLOSURE X1095,
Database,Number of Borrower Pairs,4460,
Database,Occupancy Type,3335,
Database,Omit from Print Seller's Transaction,CD3.X138,
Database,Open-End Line of Credit,HMDA.X57,
Database,Orig Credit,1847,
Database,Orig Pts,388,
Database,Origination Charges,HMDA.X79,
Database,Other,LE1.X84,
Database,Other AUS Recommendation(s),HMDA.X55,
Database,Other AUX(s),HMDA.X49,
Database,Other Costs,CD2.XSTI,
Database,Other Denial Reason,HMDA.X34,
Database,Other Description,LE1.X85,
Database,Other Escrow Descr,NEWHUD.X78,
Database,Other Non-Amortization,HMDA.X38,
Database,OtherCredits6_1,CD3.X9,
Database,OtherCredits6_2,CD3.X10,
Database,OtherCredits7_1,CD3.X11,
Database,OtherCredits7_2,CD3.X12,
Database,Overwire Amount,2005,
Database,Owner's Title Insurance Paid To,NEWHUD.X804,
Database,Partial Payments - Apply Partial Payment,CD4.X3,
Database,Partial Payments - Hold Until Complete,CD4.X42,
Database,Partial Payments - None,CD4.X43,
Database,Planned Unit Development Project Type Indicator,URLA.X207,
Database,PMI/MIP/FF Financed,1045,
Database,Post Consummation Disclosure Sent Date,3981,
Database,Preapprovals,HMDA.X12,
Database,Prepay Penalty,2216,
Database,Prepayment Penalty Period,HMDA.X82,
Database,Prepymt - May/Mill Not Penalty,675,
Database,Print 2003 Appl,1825,
Database,Print both ULI/NULI and Loan Number,URLA.X238,
Database,Print ULI on URLA,URLA.X119,
Database,PrintLenderPages,URLA.X231,
Database,Prior Tolerance Cure Amount,CD3.X135,
Database,Private Mortgage Insurance Indicator,3336,
Database,Processor ID,LPID,
Database,Product Description,LE1.X5,
Database,Profit Mgt Loan Officer Commission $ Amt,PM17,
Database,Profit Mgt Loan Officer Commission %,PM15,
Database,Profit Mgt Loan Officer Commission Calc Basis,PM16,
Database,Property Address Line Text,URLA.X73,
Database,Property Address Unit Identifier,URLA.X75,
Database,Property Info # of Lot Acres,3543,
Database,Property is not located in a project Indicator,URLA.X208,
Database,Property Value,HMDA.X85,
Database,Purchase Adv Actual Interest Payment from Investor,2834,
Database,Purchase Advice Date,2370,
Database,Purchaser Type,1397,
Database,QM Status,HMDA.X26,
Database,Qualify Using P&I,1853,
Database,Rate Lock # Days,432,
Database,Rate Lock Sell Side Requested By,2030,
Database,Rate Registration Created By,2822,
Database,Rate Registration Date,2823,
Database,Rate Registration Expiration Date,2824,
Database,Rate Registration Investor Name,2825,
Database,Rate Spread,HMDA.X15,
Database,Real Estate Broker (B) Contact ST License ID,CD5.X40,
Database,Real Estate Broker (S) Contact ST License ID,CD5.X52,
Database,RealEstateBrokerB Address,CD5.X32,
Database,RealEstateBrokerB City,CD5.X33,
Database,RealEstateBrokerB Contact,CD5.X38,
Database,RealEstateBrokerB Contact NMLSID,CD5.X39,
Database,RealEstateBrokerB Email,CD5.X41,
Database,RealEstateBrokerB Name,CD5.X31,
Database,RealEstateBrokerB NMLS ID,CD5.X36,
Database,RealEstateBrokerB Phone,CD5.X42,
Database,RealEstateBrokerB ST License ID,CD5.X37,
Database,RealEstateBrokerB State,CD5.X34,
Database,RealEstateBrokerB Zip,CD5.X35,
Database,RealEstateBrokerS Address,CD5.X44,
Database,RealEstateBrokerS City,CD5.X45,
Database,RealEstateBrokerS Contact,CD5.X50,
Database,RealEstateBrokerS Contact NMLSID,CD5.X51,
Database,RealEstateBrokerS Email,CD5.X53,
Database,RealEstateBrokerS Name,CD5.X43,
Database,RealEstateBrokerS NMLS ID,CD5.X48,
Database,RealEstateBrokerS Phone,CD5.X54,
Database,RealEstateBrokerS ST License ID,CD5.X49,
Database,RealEstateBrokerS State,CD5.X46,
Database,RealEstateBrokerS Zip,CD5.X47,
Database,Referring LO - Team Member,LoanTeamMember Name Referring LO,
Database,REGZ Loan Info DOC Report GUID,3900,
Database,REGZ Loan Info Document Date,L770,
Database,REGZ Loan Info Last Audit Date,1885,
Database,REGZ Loan Info Last Document Ordered,1886,
Database,REGZ Loan Info Plan Code,1881,
Database,REGZ Prepay Penalty Mths Hard Prepayment Period,3536,
Database,REGZ Prepymt Penalty Prepymt as a % 1,1948,
Database,REGZ Pymt Sched Additional Info,666,
Database,REGZ Pymt Sched Demand Feature,663,
Database,REGZ Pymt Sched Variable Rate Feature,665,
Database,Reimbursements to Loan Officer,CX.BCBD.REIMBRUSE.LO,
Database,Report loan as Partially Exempt,HMDA.X113,
Database,Repurchase Cost,3313,
Database,Repurchase Date,3312,
Database,Repurchased Action Date,HMDA.X96,
Database,Repurchased Action Date (Date Format),HMDA.X122,
Database,Reverse Mortgage,HMDA.X56,
Database,Revised Closing Disclosure sent date,3979,
Database,Revisions requested by the consumer,LE1 X80,
Database,Seasonal Payment From Year,CD4.X28,
Database,Seasonal Payments,CD4.X27,
Database,Sec 32 - Rate Set Index,S32DISC X150,
Database,Sec 35 HPML Average Prime Offer Rate,3134,
Database,Section 1000 Line 1002 POC and PTC FinancedIndicator,POPT X195,
Database,Section 1000 Line 1003 POC and PTC FinancedIndicator,POPT X196,
Database,Section 1000 Line 1004 POC and PTC FinancedIndicator,POPT X197,
Database,Section 1000 Line 1005 POC and PTC FinancedIndicator,POPT X198,
Database,Section 1000 Line 1006 POC and PTC FinancedIndicator,POPT X199,
Database,Section 1000 Line 1007 POC and PTC FinancedIndicator,POPT X200,
Database,Section 1000 Line 1008 POC and PTC FinancedIndicator,POPT X201,
Database,Section 1000 Line 1009 POC and PTC FinancedIndicator,POPT X202,
Database,Section 1000 Line 1010 Guarantee Fee POC and PTC FinancedIndicator,POPT X348,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 1,POPT X203,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 2,POPT X204,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 3,POPT X205,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 4,POPT X206,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 5,POPT X207,
Database,Section 1100 Line 1101 POC and PTC FinancedIndicator 6,POPT X208,
Database,Section 1100 Line 1102 POC and PTC FinancedIndicator,POPT X209,
Database,Section 1100 Line 1103 POC and PTC FinancedIndicator,POPT X210,
Database,Section 1100 Line 1104 POC and PTC FinancedIndicator,POPT X211,
Database,Section 1100 Line 1109 POC and PTC FinancedIndicator,POPT X212,
Database,Section 1100 Line 1110 POC and PTC FinancedIndicator,POPT X213,
Database,Section 1100 Line 1111 POC and PTC FinancedIndicator,POPT X214,
Database,Section 1100 Line 1112 POC and PTC FinancedIndicator,POPT X215,
Database,Section 1100 Line 1113 POC and PTC FinancedIndicator,POPT X216,
Database,Section 1100 Line 1114 POC and PTC FinancedIndicator,POPT X217,
Database,Section 1100 Line 1115 POCPTC Financed Indicator,POPT X338,
Database,Section 1100 Line 1116 POCPTC Financed Indicator,POPT X339,
Database,Section 1200 Line 1202 POC and PTC FinancedIndicator,POPT X218,
Database,Section 1200 Line 1203 POC and PTC FinancedIndicator,POPT X219,
Database,Section 1200 Line 1204 POC and PTC FinancedIndicator,POPT X220,
Database,Section 1200 Line 1205 POC and PTC FinancedIndicator,POPT X221,
Database,Section 1200 Line 1206 POC and PTC FinancedIndicator,POPT X222,
Database,Section 1200 Line 1207 POC and PTC FinancedIndicator,POPT X223,
Database,Section 1200 Line 1208 POC and PTC FinancedIndicator,POPT X224,
Database,Section 1200 Line 1209 POCPTC Financed Indicator,POPT X340,
Database,Section 1200 Line 1210 POCPTC Financed Indicator,POPT X341,
Database,Section 1300 Line 1302 POC and PTC FinancedIndicator,POPT X225,
Database,Section 1300 Line 1303 POC and PTC FinancedIndicator,POPT X226,
Database,Section 1300 Line 1304 POC and PTC FinancedIndicator,POPT X227,
Database,Section 1300 Line 1305 POC and PTC FinancedIndicator,POPT X228,
Database,Section 1300 Line 1306 POC and PTC FinancedIndicator,POPT X229,
Database,Section 1300 Line 1307 POC and PTC FinancedIndicator,POPT X230,
Database,Section 1300 Line 1308 POC and PTC FinancedIndicator,POPT X231,
Database,Section 1300 Line 1309 POC and PTC FinancedIndicator,POPT X232,
Database,Section 1300 Line 1310 POC and PTC FinancedIndicator,POPT X233,
Database,Section 1300 Line 1311 POC and PTC FinancedIndicator,POPT X234,
Database,Section 1300 Line 1312 POCPTC Financed Indicator,POPT X342,
Database,Section 1300 Line 1313 POCPTC Financed Indicator,POPT X343,
Database,Section 1300 Line 1314 POCPTC Financed Indicator,POPT X344,
Database,Section 1300 Line 1315 POCPTC Financed Indicator,POPT X345,
Database,Section 800 Line 801 POC and PTC Financed Indicator 29,POPT X293,
Database,Section 800 Line 801 POC and PTC Financed Indicator 30,POPT X294,
Database,Section 800 Line 801 POC and PTC Financed Indicator 31,POPT X295,
Database,Section 800 Line 801 POC and PTC Financed Indicator 32,POPT X296,
Database,Section 800 Line 801 POC and PTC Financed Indicator 33,POPT X297,
Database,Section 800 Line 801 POC and PTC Financed Indicator 34,POPT X298,
Database,Section 800 Line 801 POC and PTC Financed Indicator 35,POPT X299,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 1,POPT X157,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 10,POPT X166,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 11,POPT X167,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 2,POPT X158,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 3,POPT X159,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 4,POPT X160,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 5,POPT X161,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 6,POPT X162,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 7,POPT X163,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 8,POPT X164,
Database,Section 800 Line 801 POC and PTC FinancedIndicator 9,POPT X165,
Database,Section 800 Line 802 Component Fee POC and PTC Financed Indicator 1,POPT X243,
Database,Section 800 Line 802 Component Fee POC and PTC Financed Indicator 2,POPT X244,
Database,Section 800 Line 802 Component Fee POC and PTC Financed Indicator 3,POPT X245,
Database,Section 800 Line 802 Component Fee POC and PTC Financed Indicator 4,POPT X246,
Database,Section 800 Line 802 POC and PTC FinancedIndicator 12,POPT X168,
Database,Section 800 Line 804 POC and PTC FinancedIndicator,POPT X169,
Database,Section 800 Line 805 POC and PTC FinancedIndicator,POPT X170,
Database,Section 800 Line 806 POC and PTC FinancedIndicator,POPT X171,
Database,Section 800 Line 807 POC and PTC FinancedIndicator,POPT X172,
Database,Section 800 Line 808 POC and PTC FinancedIndicator,POPT X173,
Database,Section 800 Line 809 POC and PTC FinancedIndicator,POPT X174,
Database,Section 800 Line 810 POC and PTC FinancedIndicator,POPT X175,
Database,Section 800 Line 811 POC and PTC FinancedIndicator,POPT X176,
Database,Section 800 Line 812 POC and PTC FinancedIndicator,POPT X177,
Database,Section 800 Line 813 POC and PTC FinancedIndicator,POPT X178,
Database,Section 800 Line 814 POC and PTC FinancedIndicator,POPT X179,
Database,Section 800 Line 815 POC and PTC FinancedIndicator,POPT X180,
Database,Section 800 Line 816 POC and PTC FinancedIndicator,POPT X181,
Database,Section 800 Line 817 POC and PTC FinancedIndicator,POPT X182,
Database,Section 800 Line 818 POC and PTC Financed Indicator,POPT X300,
Database,Section 800 Line 819 POC and PTC Financed Indicator,POPT X301,
Database,Section 800 Line 820 POC and PTC Financed Indicator,POPT X302,
Database,Section 800 Line 821 POC and PTC Financed Indicator,POPT X303,
Database,Section 800 Line 822 POC and PTC Financed Indicator,POPT X304,
Database,Section 800 Line 823 POC and PTC Financed Indicator,POPT X305,
Database,Section 800 Line 824 POC and PTC Financed Indicator,POPT X306,
